randomized_id,route_length_km,est_time_min,straightness,mean_speed,stop_ratio,density
-9221304899272910788,0.6487335984641306,0.7063074864725092,0.010801140856923304,0.30212773033214907,0.17278540446272864,0.07766851764638447
-9217374206810770265,0.47440809439641296,0.11299371713960829,0.0226970533382256,0.3613046517277242,0.09463351554693468,0.07564031774922013
-9214548556609186054,0.2718269171172872,0.031203880759372627,0.006428669002904001,0.3192770933188538,0.1003115264797508,0.1377039890732435
-9214033164510198912,0.5285746420726934,0.6181757975785385,0.009300241014449297,0.32394458395961634,0.14940014582090536,0.08355651948392082
-9212938812549517684,0.7129080781533346,0.9903119009665923,0.004350390776191801,0.25119371279426383,0.23767190942937463,0.06954523573934634
-9210829366468064350,0.7139507819223969,0.37607697109472765,0.001166651422511801,0.15267174563964003,0.5508632979565975,0.07046499073860635
-9207744341078435299,0.023618276399493838,0.2770861261497126,0.0344918835750144,0.11416059362414782,0.4629762760603882,0.34188016699610196
-9207138669317269052,0.019935779557110452,0.0014275845504360435,0.9998061155258352,0.5110940082335538,0.0,0.26325643727091813
-9205038526221579984,0.5963960238030761,0.04749965297414445,0.006768237460597501,0.3534552793243455,0.0,0.07604804769841107
-9204778906542759741,0.48479560763813456,0.0921682606811951,0.001056758467838606,0.32255163954156935,0.02921694946012158,0.1074938283449385
-9202172489717137435,0.18016751334853764,0.025762950112460912,0.0472478894129885,0.2366452054473484,0.06269470404984424,0.1525558790189675
-9201388571132764507,0.7369960916732237,0.9634941810328393,0.008261705410333609,0.3533558267862897,0.11748196794925767,0.06800857413088202
-9200688590849868007,0.7002211654716206,0.11166251800584621,0.006729921858975599,0.17650958401454603,0.35870234001075124,0.10167064224542213
-9200393735604840411,0.6944352092685574,0.11165871274813538,0.00491900483356339,0.3019714746596875,0.09010017348480606,0.08396336551878344
-9198754092502554769,0.0,0.0,0.0,0.0677697556163423,0.0,0.0
-9198438140148819555,0.5456854666289725,0.06730494330073747,0.006717721255812201,0.2867966629742379,0.039010038075458546,0.11296415616577796
-9188776861367414071,0.2962010500098554,0.02432607058635397,0.0950526814997759,0.4391663306464296,0.0,0.1128659789199662
-9185900661715731450,0.5579899071682171,0.74538541660673,0.0288136117615383,0.3124733701895633,0.21495327102803732,0.08099051692134956
-9185410353967780790,0.518724116684589,0.4528035126756157,0.0190320288258993,0.4418736925216049,0.09404205607476637,0.06836083517235288
-9184194414569400743,0.5406936684306431,0.09144412732838536,0.043715556777241,0.47132554820434247,0.011399037099971615,0.07551934269777441
-9174809634493203141,0.5929238056433201,0.46086466652270136,0.0217338158528535,0.3140695481509269,0.08765084838036474,0.06425953701779365
-9169657942830411046,0.7462773813633561,0.11172078851327684,0.0031214253701922975,0.2685009547231072,0.17017133956386288,0.07894425366369279
-9169092331127415906,0.5617617796514237,0.04310366950609282,0.0411384804186346,0.40540534940539297,0.0,0.07629471853032992
-9167875026883133696,0.7214503124220577,0.8995209772217972,0.0,0.3133745244378671,0.14552967572191813,0.08089435144873355
-9167088746307149199,0.4827953131051267,0.03528762231661665,0.0123916696623814,0.4977039395281605,0.0,0.07339324678666825
-9164579065866867128,0.6360796561118099,0.3461374199402423,0.007077799990797197,0.2783876931334246,0.24768278143148337,0.06997558497762701
-9163058962347897266,0.6937017145144004,0.07043463610949095,0.0007457247025262972,0.2707241328110983,0.08979852807139259,0.10168561712439278
-9162195255193388566,0.5410174980109311,0.4260155111760017,0.007341968037788998,0.08752869296379223,0.12111918057926561,0.1533686811122508
-9162045034759763088,0.4133283186974832,0.1003722084848404,0.008934451729513501,0.13665827943876696,0.40649115305519923,0.1702340124940058
-9158708586266049143,0.8546669963234019,0.9929790851093677,0.0027549567158031973,0.24779635058190067,0.20838195556014524,0.07334350508759226
-9155722751305835362,0.5309927092871002,0.31484896811045,0.0380537251225753,0.39694368806587055,0.05699518549985839,0.07921888321900676
-9152461748322117628,0.07209574668009822,0.0430084637253008,0.11920469215511259,0.1459916466387166,0.11145725164416755,0.2110202531415317
-9151020033265048541,0.6811774769312758,0.35177780550577326,0.008101850151995202,0.3352475857214247,0.0682748609548041,0.06200654028480927
-9148563692634548769,0.3633713072538657,0.6048436634305473,0.0003774960767278998,0.16205044489304357,0.501557632398754,0.14162213117744626
-9147503471921488242,0.6107928363338702,0.15178029661763737,0.006106331429991799,0.35690364081068116,0.07716271267673135,0.058824715632865066
-9147204362764123276,0.0003712417052753751,0.0358716142357768,0.0,0.0,0.8598130841121496,0.634291217309279
-9146382068513855302,0.1558379102792148,0.04366671288338914,0.0979503679722227,0.4058264517509619,0.08359293873312562,0.15033205529053584
-9146069757806182028,0.5007280250502241,0.8837354915400498,0.00472699981341311,0.26760968686902553,0.18457320872274144,0.11174914197038566
-9143722638913159063,0.0034034145081289807,0.021112544325539676,0.140141640433822,0.03207414592118829,0.8024922118380065,0.4269191531340908
-9140863040906074716,0.5036817337122196,0.05913746621393855,0.0386593598859538,0.3359623439336175,0.08851017042330946,0.07680053733380217
