randomized_id,route_length_km,est_time_min,straightness,mean_speed,stop_ratio,density
-9214548556609186054,0.2718269171172872,0.0312038807593726,0.006428669002904,0.3192770933188538,0.1003115264797508,0.1377039890732435
-9207744341078435299,0.0236182763994938,0.2770861261497126,0.0344918835750144,0.1141605936241478,0.4629762760603882,0.3418801669961019
-9207138669317269052,0.0199357795571104,0.001427584550436,0.9998061155258352,0.5110940082335538,0.0,0.2632564372709181
-9202172489717137435,0.1801675133485376,0.0257629501124609,0.0472478894129885,0.2366452054473484,0.0626947040498442,0.1525558790189675
-9198754092502554769,0.0,0.0,0.0,0.0677697556163423,0.0,0.0
-9188776861367414071,0.2962010500098554,0.0243260705863539,0.0950526814997759,0.4391663306464296,0.0,0.1128659789199662
-9162045034759763088,0.4133283186974832,0.1003722084848404,0.0089344517295135,0.1366582794387669,0.4064911530551992,0.1702340124940058
-9152461748322117628,0.0720957466800982,0.0430084637253008,0.1192046921551125,0.1459916466387166,0.1114572516441675,0.2110202531415317
-9148563692634548769,0.3633713072538657,0.6048436634305473,0.0003774960767278,0.1620504448930435,0.501557632398754,0.1416221311774462
-9146382068513855302,0.1558379102792148,0.0436667128833891,0.0979503679722227,0.4058264517509619,0.0835929387331256,0.1503320552905358
-9128711894928852974,0.3115476460662862,0.0273401572857837,0.0274917204646191,0.368339065389891,0.0,0.1140866210909123
-9124202988660120272,0.3055031295282706,0.0229927962530404,0.0266069054855272,0.4480757815165554,0.0,0.1127999530511065
-9119866581379099892,0.3033756191913224,0.536760673533441,0.0076866455341986,0.2314518369437608,0.302827249750191,0.1581544598509962
-9097326143159107020,0.1907448546728205,0.0185444559004769,0.0081987876266507,0.307514491074029,0.0,0.1571204585319407
-9085426893372081327,0.4205431896340992,0.0650246848561054,0.0354525845748961,0.2343883244365593,0.3604945482866044,0.1089175998426439
-9084885938394310049,0.355653708335959,0.0369784871907963,0.0493590652624853,0.3550936959441486,0.047767393561786,0.1146578386987105
-9074009074712903575,0.3866592197101632,0.1026497922926433,0.0878172258576556,0.0705058245595732,0.7222429906542056,0.1101615895469042
-9069193789422898008,0.0144997103008237,0.0102985930742468,0.1559078777168124,0.1204164351127212,0.4299065420560747,0.3342149726855939
-9065660310328833801,0.3264758941889866,0.081114479458265,0.0078400566559366,0.2994359339689316,0.1114572516441675,0.080298256257957
-9043791695275399136,0.0566470106120127,0.0582331144875255,0.05312717150055,0.2053135991222373,0.1253894080996885,0.2786900374211079
-9016340673691996181,0.4206708522198152,0.0394372330387233,0.0051433494745702,0.3392277138477636,0.0,0.1241613039254803
-8989460873260793781,0.0454900679914205,0.0064473055908337,0.1322164364675452,0.2885298544318662,0.0,0.235026590232263
-8981004908758217608,0.015781140496791,0.001315232796078,0.3335865010307476,0.4448634164005862,0.0,0.2602969989135368
-8969425286273112834,0.3004257248211806,0.0390258851922686,0.0376553009848743,0.2763092083305259,0.1671858774662512,0.1219665099551872
-8968774087866591541,0.0255670162655559,0.0022360274723257,0.5923831908630508,0.4265458832630807,0.0,0.2423024286933297
-8956584428650312983,0.3813082282347096,0.0586535923152623,0.1132570123179332,0.1248472888553632,0.5900678028220635,0.0572448485477627
-8941598034391248927,0.1737560289435971,0.029891895884537,0.0406213974735703,0.274066041138533,0.3113116339026748,0.199869577701701
-8928410358805927977,0.2936741576514252,0.0865118287692475,0.0412229892620058,0.3060009974363324,0.0668743509865004,0.1255724162348302
-8926667056895496717,0.0205814808041971,0.0079244083798786,0.1120313950550845,0.1415639269301926,0.0,0.2923497398097101
-8924861778872323863,0.2321486943774615,0.0655007909133811,0.047814088281695,0.1675546780876352,0.3343717549325026,0.1158263834069509
-8922339186036567937,0.378789329715979,0.0567128178255517,0.0710459324760162,0.2805107865774979,0.0668743509865004,0.1076049793478055
-8914505120571452142,0.4142240422488257,0.3137585345726704,0.0148265054554597,0.2893933325455988,0.2414907118956963,0.1018288521452309
-8899400287722221763,0.104698420178525,0.0069241970617156,1.0,0.4631512541945333,0.0,0.0796403491656375
-8897973279290377102,0.3800158510409983,0.0966227834471714,0.008136904769323,0.201414523152245,0.1433021806853582,0.1468811030551058
-8894131154726423191,0.0,0.0,0.0,0.1166599368362027,0.0,0.0
-8886223029156356517,0.276069848188976,0.025082124211572,0.055767182186103,0.3211146674860031,0.0,0.1209366375922893
-8878209200335110410,0.0009589727166532,0.0382276351789162,0.0,0.0897099641086537,0.1671858774662512,0.54477449658961
